species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
akk_GCF_018847135.1	MGYG000001889	mutualism	0.0248	0.034568	0.034564	6	7	0.5531914893617021	2.0
akk_GCF_018847155.1	MGYG000002387	competition	0.0214	-0.138631	-0.138634	5	11	0.5283018867924528	4.1
akk_GCF_023516715.1	MGYG000003277	competition	0.0171	-0.291983	-0.291983	8	6	0.5957446808510638	2.2
akk_GCF_023516715.1	MGYG000003643	mutualism	0.0172	0.063900	0.063878	7	8	0.5882352941176471	1.0
akk_GCF_018847135.1	MGYG000000944	mutualism	0.0428	0.146559	0.146527	10	6	0.5909090909090909	2.3
akk_GCF_018847155.1	MGYG000004252	competition	0.0256	-0.150562	-0.150568	9	6	0.65	2.4
akk_GCF_026072915.1	MGYG000002815	competition	0.0480	-0.115685	-0.115682	7	12	0.5357142857142857	2.5
akk_GCF_018847155.1	MGYG000000568	competition	0.1065	-0.194526	-0.194532	6	8	0.5853658536585366	4.5
akk_GCF_023516715.1	MGYG000000363	competition	0.0347	-0.092860	-0.092862	4	8	0.5217391304347826	2.5
akk_GCF_018847155.1	MGYG000004790	mutualism	0.0056	0.059193	0.059167	3	7	0.6808510638297872	1.0
akk_GCF_018847135.1	MGYG000002978	competition	0.0265	-0.172343	-0.172337	5	5	0.6521739130434783	2.3
akk_GCF_023516715.1	MGYG000003843	mutualism	0.0086	0.386045	0.386027	7	12	0.5	2.3
akk_GCF_018847015.1	MGYG000002587	mutualism	0.0214	0.253194	0.015665	10	3	0.7	3.0
akk_GCF_000020225.1	MGYG000002419	mutualism	0.0022	0.006629	0.006613	8	7	0.6666666666666666	3.8
akk_GCF_018847155.1	MGYG000002371	mutualism	0.0096	0.119207	0.119202	7	10	0.6274509803921569	1.9
akk_GCF_000020225.1	MGYG000003094	competition	0.5252	-0.388627	-0.388624	0	3	0.8	2.8
akk_GCF_018847135.1	MGYG000000316	mutualism	0.0069	0.006039	0.006003	4	7	0.5283018867924528	2.4
akk_GCF_026072915.1	MGYG000002912	competition	0.0870	-0.074833	-0.074828	5	5	0.6363636363636364	1.9
