model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	fba_time_s
MGYG000000068__gradient_L6_resistant_starch_gapseq	1346	1519	425	R_EX_cpd11416_c0	-0.000000	0.015370	0.009238
MGYG000000068__gradient_L7_bglucan_gapseq	1346	1519	425	R_EX_cpd11416_c0	-0.000000	0.015370	0.009189
MGYG000000068__gradient_L8_hmo_gapseq	1346	1519	425	R_EX_cpd11416_c0	-0.000000	0.015370	0.009165
MGYG000000068__gradient_L9_mos_gapseq	1346	1519	425	R_EX_cpd11416_c0	-0.000000	0.015370	0.009269
MGYG000000074__gradient_L0_base_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.373709	0.014175	0.020925
MGYG000000074__gradient_L1_inulin_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.520178	0.014175	0.020774
MGYG000000074__gradient_L2_fos_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.520178	0.014175	0.020722
MGYG000000074__gradient_L3_gos_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.625485	0.014175	0.020885
MGYG000000074__gradient_L4_xos_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.638172	0.014175	0.021348
MGYG000000074__gradient_L5_pectin_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.676282	0.014175	0.021240
MGYG000000074__gradient_L6_resistant_starch_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.999141	0.014175	0.021296
MGYG000000074__gradient_L7_bglucan_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.999141	0.014175	0.021273
MGYG000000074__gradient_L8_hmo_gapseq	1281	1469	361	R_EX_cpd11416_c0	0.999141	0.014175	0.021258
MGYG000000074__gradient_L9_mos_gapseq	1281	1469	361	R_EX_cpd11416_c0	1.121305	0.014175	0.021962
MGYG000000079__gradient_L0_base_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.007669	0.019066	0.035488
MGYG000000079__gradient_L1_inulin_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.283521	0.019066	0.034928
MGYG000000079__gradient_L2_fos_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.283521	0.019066	0.034858
MGYG000000079__gradient_L3_gos_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.573476	0.019066	0.037454
MGYG000000079__gradient_L4_xos_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.655180	0.019066	0.035345
MGYG000000079__gradient_L5_pectin_gapseq	1696	2045	531	R_EX_cpd11416_c0	1.655180	0.019066	0.035366
MGYG000000079__gradient_L6_resistant_starch_gapseq	1696	2045	531	R_EX_cpd11416_c0	2.284742	0.019066	0.035984
MGYG000000079__gradient_L7_bglucan_gapseq	1696	2045	531	R_EX_cpd11416_c0	2.284742	0.019066	0.035921
MGYG000000079__gradient_L8_hmo_gapseq	1696	2045	531	R_EX_cpd11416_c0	2.284742	0.019066	0.035899
MGYG000000079__gradient_L9_mos_gapseq	1696	2045	531	R_EX_cpd11416_c0	2.284742	0.019066	0.036012
MGYG000000086__gradient_L0_base_gapseq	1396	1484	377	R_EX_cpd11416_c0	-0.000000	0.015009	0.007477
MGYG000000086__gradient_L1_inulin_gapseq	1396	1484	377	R_EX_cpd11416_c0	-0.000000	0.015009	0.007415
MGYG000000086__gradient_L2_fos_gapseq	1396	1484	377	R_EX_cpd11416_c0	-0.000000	0.015009	0.007334
MGYG000000086__gradient_L3_gos_gapseq	1396	1484	377	R_EX_cpd11416_c0	0.810570	0.015009	0.019945
MGYG000000086__gradient_L4_xos_gapseq	1396	1484	377	R_EX_cpd11416_c0	0.868376	0.015009	0.019304
MGYG000000086__gradient_L5_pectin_gapseq	1396	1484	377	R_EX_cpd11416_c0	0.868376	0.015009	0.019228
MGYG000000086__gradient_L6_resistant_starch_gapseq	1396	1484	377	R_EX_cpd11416_c0	1.449735	0.015009	0.020075
MGYG000000086__gradient_L7_bglucan_gapseq	1396	1484	377	R_EX_cpd11416_c0	1.449735	0.015009	0.020015
MGYG000000086__gradient_L8_hmo_gapseq	1396	1484	377	R_EX_cpd11416_c0	1.449735	0.015009	0.020074
MGYG000000086__gradient_L9_mos_gapseq	1396	1484	377	R_EX_cpd11416_c0	1.449735	0.015009	0.020172
MGYG000000090__gradient_L0_base_gapseq	1402	1501	354	R_EX_cpd11416_c0	-0.000000	0.014823	0.007689
MGYG000000090__gradient_L1_inulin_gapseq	1402	1501	354	R_EX_cpd11416_c0	-0.000000	0.014823	0.007722
MGYG000000090__gradient_L2_fos_gapseq	1402	1501	354	R_EX_cpd11416_c0	-0.000000	0.014823	0.007757
MGYG000000090__gradient_L3_gos_gapseq	1402	1501	354	R_EX_cpd11416_c0	-0.000000	0.014823	0.008335
MGYG000000090__gradient_L4_xos_gapseq	1402	1501	354	R_EX_cpd11416_c0	0.618093	0.014823	0.023860
MGYG000000090__gradient_L5_pectin_gapseq	1402	1501	354	R_EX_cpd11416_c0	0.618093	0.014823	0.020303
MGYG000000090__gradient_L6_resistant_starch_gapseq	1402	1501	354	R_EX_cpd11416_c0	1.098616	0.014823	0.021163
MGYG000000090__gradient_L7_bglucan_gapseq	1402	1501	354	R_EX_cpd11416_c0	1.098616	0.014823	0.021182
MGYG000000090__gradient_L8_hmo_gapseq	1402	1501	354	R_EX_cpd11416_c0	1.098616	0.014823	0.021073
MGYG000000090__gradient_L9_mos_gapseq	1402	1501	354	R_EX_cpd11416_c0	1.098616	0.014823	0.021112
MGYG000000092__gradient_L0_base_gapseq	1395	1626	469	R_EX_cpd11416_c0	-0.000000	0.015575	0.009178
MGYG000000092__gradient_L1_inulin_gapseq	1395	1626	469	R_EX_cpd11416_c0	-0.000000	0.015575	0.009185
MGYG000000092__gradient_L2_fos_gapseq	1395	1626	469	R_EX_cpd11416_c0	-0.000000	0.015575	0.009141
MGYG000000092__gradient_L3_gos_gapseq	1395	1626	469	R_EX_cpd11416_c0	-0.000000	0.015575	0.008693
MGYG000000092__gradient_L4_xos_gapseq	1395	1626	469	R_EX_cpd11416_c0	1.389448	0.015575	0.022539
MGYG000000092__gradient_L5_pectin_gapseq	1395	1626	469	R_EX_cpd11416_c0	1.389448	0.015575	0.022470
MGYG000000092__gradient_L6_resistant_starch_gapseq	1395	1626	469	R_EX_cpd11416_c0	1.989884	0.015575	0.023128
MGYG000000092__gradient_L7_bglucan_gapseq	1395	1626	469	R_EX_cpd11416_c0	2.191475	0.015575	0.023287
MGYG000000092__gradient_L8_hmo_gapseq	1395	1626	469	R_EX_cpd11416_c0	2.334539	0.015575	0.022303
MGYG000000092__gradient_L9_mos_gapseq	1395	1626	469	R_EX_cpd11416_c0	2.334539	0.015575	0.022265
MGYG000000094__gradient_L0_base_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.527941	0.012795	0.016620
MGYG000000094__gradient_L1_inulin_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.754206	0.012795	0.016973
MGYG000000094__gradient_L2_fos_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.754206	0.012795	0.017039
MGYG000000094__gradient_L3_gos_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.980470	0.012795	0.017119
MGYG000000094__gradient_L4_xos_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.980470	0.012795	0.017208
MGYG000000094__gradient_L5_pectin_gapseq	1183	1312	323	R_EX_cpd11416_c0	0.980470	0.012795	0.017256
MGYG000000094__gradient_L6_resistant_starch_gapseq	1183	1312	323	R_EX_cpd11416_c0	1.450662	0.012795	0.017020
MGYG000000094__gradient_L7_bglucan_gapseq	1183	1312	323	R_EX_cpd11416_c0	1.450662	0.012795	0.016994
MGYG000000094__gradient_L8_hmo_gapseq	1183	1312	323	R_EX_cpd11416_c0	1.450662	0.012795	0.017083
MGYG000000094__gradient_L9_mos_gapseq	1183	1312	323	R_EX_cpd11416_c0	1.560666	0.012795	0.016614
MGYG000000097__gradient_L0_base_gapseq	1427	1685	357	R_EX_cpd11416_c0	0.749553	0.016100	0.023157
MGYG000000097__gradient_L1_inulin_gapseq	1427	1685	357	R_EX_cpd11416_c0	0.971770	0.016100	0.023595
MGYG000000097__gradient_L2_fos_gapseq	1427	1685	357	R_EX_cpd11416_c0	0.971770	0.016100	0.023629
MGYG000000097__gradient_L3_gos_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.207773	0.016100	0.024180
MGYG000000097__gradient_L4_xos_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.249421	0.016100	0.023103
MGYG000000097__gradient_L5_pectin_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.249421	0.016100	0.023196
MGYG000000097__gradient_L6_resistant_starch_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.751507	0.016100	0.023803
MGYG000000097__gradient_L7_bglucan_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.908312	0.016100	0.023118
MGYG000000097__gradient_L8_hmo_gapseq	1427	1685	357	R_EX_cpd11416_c0	1.908312	0.016100	0.023156
MGYG000000097__gradient_L9_mos_gapseq	1427	1685	357	R_EX_cpd11416_c0	2.018495	0.016100	0.023990
MGYG000000098__gradient_L0_base_gapseq	1513	1824	505	R_EX_cpd11416_c0	-0.000000	0.017814	0.011598
MGYG000000098__gradient_L1_inulin_gapseq	1513	1824	505	R_EX_cpd11416_c0	-0.000000	0.017814	0.011528
MGYG000000098__gradient_L2_fos_gapseq	1513	1824	505	R_EX_cpd11416_c0	-0.000000	0.017814	0.011421
MGYG000000098__gradient_L3_gos_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.019061	0.017814	0.030452
MGYG000000098__gradient_L4_xos_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.026144	0.017814	0.030221
MGYG000000098__gradient_L5_pectin_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.068938	0.017814	0.030416
MGYG000000098__gradient_L6_resistant_starch_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.662585	0.017814	0.032001
MGYG000000098__gradient_L7_bglucan_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.864894	0.017814	0.031145
MGYG000000098__gradient_L8_hmo_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.864894	0.017814	0.031151
MGYG000000098__gradient_L9_mos_gapseq	1513	1824	505	R_EX_cpd11416_c0	1.995340	0.017814	0.030316
MGYG000000103__gradient_L0_base_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.012497
MGYG000000103__gradient_L1_inulin_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011688
MGYG000000103__gradient_L2_fos_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011607
MGYG000000103__gradient_L3_gos_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011564
MGYG000000103__gradient_L4_xos_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011624
MGYG000000103__gradient_L5_pectin_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011607
MGYG000000103__gradient_L6_resistant_starch_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011690
MGYG000000103__gradient_L7_bglucan_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011795
MGYG000000103__gradient_L8_hmo_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011649
MGYG000000103__gradient_L9_mos_gapseq	1471	1640	651	R_EX_cpd11416_c0	-0.000000	0.017787	0.011771
MGYG000000108__gradient_L0_base_gapseq	2378	2962	1351	R_EX_cpd11416_c0	1.793504	0.030831	0.061356
MGYG000000108__gradient_L1_inulin_gapseq	2378	2962	1351	R_EX_cpd11416_c0	2.126071	0.030831	0.060588
MGYG000000108__gradient_L2_fos_gapseq	2378	2962	1351	R_EX_cpd11416_c0	2.126071	0.030831	0.060679
MGYG000000108__gradient_L3_gos_gapseq	2378	2962	1351	R_EX_cpd11416_c0	2.459395	0.030831	0.061584
MGYG000000108__gradient_L4_xos_gapseq	2378	2962	1351	R_EX_cpd11416_c0	2.629850	0.030831	0.062926
MGYG000000108__gradient_L5_pectin_gapseq	2378	2962	1351	R_EX_cpd11416_c0	2.678668	0.030831	0.061921
MGYG000000108__gradient_L6_resistant_starch_gapseq	2378	2962	1351	R_EX_cpd11416_c0	3.360189	0.030831	0.062851
MGYG000000108__gradient_L7_bglucan_gapseq	2378	2962	1351	R_EX_cpd11416_c0	3.584449	0.030831	0.062042
MGYG000000108__gradient_L8_hmo_gapseq	2378	2962	1351	R_EX_cpd11416_c0	3.584449	0.030831	0.061833
MGYG000000108__gradient_L9_mos_gapseq	2378	2962	1351	R_EX_cpd11416_c0	3.729886	0.030831	0.060536
MGYG000000111__gradient_L0_base_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.012191
MGYG000000111__gradient_L1_inulin_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.011996
MGYG000000111__gradient_L2_fos_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.011907
MGYG000000111__gradient_L3_gos_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.012672
MGYG000000111__gradient_L4_xos_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.012970
MGYG000000111__gradient_L5_pectin_gapseq	1538	1852	469	R_EX_cpd11416_c0	-0.000000	0.017835	0.012882
MGYG000000111__gradient_L6_resistant_starch_gapseq	1538	1852	469	R_EX_cpd11416_c0	2.295770	0.017835	0.029436
MGYG000000111__gradient_L7_bglucan_gapseq	1538	1852	469	R_EX_cpd11416_c0	2.502148	0.017835	0.031207
MGYG000000111__gradient_L8_hmo_gapseq	1538	1852	469	R_EX_cpd11416_c0	2.502148	0.017835	0.031052
MGYG000000111__gradient_L9_mos_gapseq	1538	1852	469	R_EX_cpd11416_c0	2.635236	0.017835	0.030457
MGYG000000113__gradient_L0_base_gapseq	1504	1778	416	R_EX_cpd11416_c0	0.739542	0.017367	0.028866
MGYG000000113__gradient_L1_inulin_gapseq	1504	1778	416	R_EX_cpd11416_c0	0.967097	0.017367	0.026599
MGYG000000113__gradient_L2_fos_gapseq	1504	1778	416	R_EX_cpd11416_c0	0.967097	0.017367	0.026500
MGYG000000113__gradient_L3_gos_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.190904	0.017367	0.028460
MGYG000000113__gradient_L4_xos_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.190904	0.017367	0.028456
MGYG000000113__gradient_L5_pectin_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.190904	0.017367	0.028502
MGYG000000113__gradient_L6_resistant_starch_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.667734	0.017367	0.026920
MGYG000000113__gradient_L7_bglucan_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.667734	0.017367	0.027057
MGYG000000113__gradient_L8_hmo_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.667734	0.017367	0.027026
MGYG000000113__gradient_L9_mos_gapseq	1504	1778	416	R_EX_cpd11416_c0	1.779383	0.017367	0.028513
MGYG000000115__gradient_L0_base_gapseq	1542	1714	465	R_EX_cpd11416_c0	0.611185	0.017336	0.028405
MGYG000000115__gradient_L1_inulin_gapseq	1542	1714	465	R_EX_cpd11416_c0	0.806768	0.017336	0.028906
MGYG000000115__gradient_L2_fos_gapseq	1542	1714	465	R_EX_cpd11416_c0	0.806768	0.017336	0.029073
MGYG000000115__gradient_L3_gos_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.149979	0.017336	0.028151
MGYG000000115__gradient_L4_xos_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.227968	0.017336	0.030336
MGYG000000115__gradient_L5_pectin_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.227968	0.017336	0.030294
MGYG000000115__gradient_L6_resistant_starch_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.367527	0.017336	0.029194
MGYG000000115__gradient_L7_bglucan_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.367527	0.017336	0.029270
MGYG000000115__gradient_L8_hmo_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.367527	0.017336	0.029258
MGYG000000115__gradient_L9_mos_gapseq	1542	1714	465	R_EX_cpd11416_c0	1.498876	0.017336	0.029124
MGYG000000118__gradient_L0_base_gapseq	1489	1660	464	R_EX_cpd11416_c0	-0.000000	0.016924	0.008987
MGYG000000118__gradient_L1_inulin_gapseq	1489	1660	464	R_EX_cpd11416_c0	-0.000000	0.016924	0.009228
MGYG000000118__gradient_L2_fos_gapseq	1489	1660	464	R_EX_cpd11416_c0	-0.000000	0.016924	0.009251
MGYG000000118__gradient_L3_gos_gapseq	1489	1660	464	R_EX_cpd11416_c0	-0.000000	0.016924	0.009228
MGYG000000118__gradient_L4_xos_gapseq	1489	1660	464	R_EX_cpd11416_c0	0.597227	0.016924	0.023780
MGYG000000118__gradient_L5_pectin_gapseq	1489	1660	464	R_EX_cpd11416_c0	0.597227	0.016924	0.023934
MGYG000000118__gradient_L6_resistant_starch_gapseq	1489	1660	464	R_EX_cpd11416_c0	1.042471	0.016924	0.024042
MGYG000000118__gradient_L7_bglucan_gapseq	1489	1660	464	R_EX_cpd11416_c0	1.042471	0.016924	0.024180
MGYG000000118__gradient_L8_hmo_gapseq	1489	1660	464	R_EX_cpd11416_c0	1.042471	0.016924	0.023824
MGYG000000118__gradient_L9_mos_gapseq	1489	1660	464	R_EX_cpd11416_c0	1.042471	0.016924	0.023863
MGYG000000120__gradient_L0_base_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019272
MGYG000000120__gradient_L1_inulin_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019357
MGYG000000120__gradient_L2_fos_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019244
MGYG000000120__gradient_L3_gos_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019093
MGYG000000120__gradient_L4_xos_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019392
MGYG000000120__gradient_L5_pectin_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019113
MGYG000000120__gradient_L6_resistant_starch_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019113
MGYG000000120__gradient_L7_bglucan_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019331
MGYG000000120__gradient_L8_hmo_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019184
MGYG000000120__gradient_L9_mos_gapseq	1244	1363	308	R_EX_cpd11416_c0	0.409720	0.013536	0.019231
MGYG000000121__gradient_L0_base_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.446915	0.017581	0.027164
MGYG000000121__gradient_L1_inulin_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.596251	0.017581	0.028041
MGYG000000121__gradient_L2_fos_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.596251	0.017581	0.027932
MGYG000000121__gradient_L3_gos_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.596251	0.017581	0.027867
MGYG000000121__gradient_L4_xos_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.733393	0.017581	0.026763
MGYG000000121__gradient_L5_pectin_gapseq	1520	1722	556	R_EX_cpd11416_c0	1.733393	0.017581	0.026779
MGYG000000121__gradient_L6_resistant_starch_gapseq	1520	1722	556	R_EX_cpd11416_c0	2.407816	0.017581	0.027927
MGYG000000121__gradient_L7_bglucan_gapseq	1520	1722	556	R_EX_cpd11416_c0	2.633912	0.017581	0.028547
MGYG000000121__gradient_L8_hmo_gapseq	1520	1722	556	R_EX_cpd11416_c0	2.633912	0.017581	0.030723
MGYG000000121__gradient_L9_mos_gapseq	1520	1722	556	R_EX_cpd11416_c0	2.633912	0.017581	0.039056
MGYG000000124__gradient_L0_base_gapseq	2352	2913	1307	R_EX_cpd11416_c0	1.836132	0.030083	0.061391
MGYG000000124__gradient_L1_inulin_gapseq	2352	2913	1307	R_EX_cpd11416_c0	2.000038	0.030083	0.062070
MGYG000000124__gradient_L2_fos_gapseq	2352	2913	1307	R_EX_cpd11416_c0	2.000038	0.030083	0.062163
MGYG000000124__gradient_L3_gos_gapseq	2352	2913	1307	R_EX_cpd11416_c0	2.337915	0.030083	0.060312
MGYG000000124__gradient_L4_xos_gapseq	2352	2913	1307	R_EX_cpd11416_c0	2.516428	0.030083	0.061051
MGYG000000124__gradient_L5_pectin_gapseq	2352	2913	1307	R_EX_cpd11416_c0	2.569573	0.030083	0.061617
MGYG000000124__gradient_L6_resistant_starch_gapseq	2352	2913	1307	R_EX_cpd11416_c0	3.279717	0.030083	0.061595
MGYG000000124__gradient_L7_bglucan_gapseq	2352	2913	1307	R_EX_cpd11416_c0	3.511520	0.030083	0.060645
MGYG000000124__gradient_L8_hmo_gapseq	2352	2913	1307	R_EX_cpd11416_c0	3.511520	0.030083	0.060309
MGYG000000124__gradient_L9_mos_gapseq	2352	2913	1307	R_EX_cpd11416_c0	3.662023	0.030083	0.059501
MGYG000000131__gradient_L0_base_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.498390	0.017327	0.024885
MGYG000000131__gradient_L1_inulin_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.689776	0.017327	0.025206
MGYG000000131__gradient_L2_fos_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.689776	0.017327	0.024991
MGYG000000131__gradient_L3_gos_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.809392	0.017327	0.024376
MGYG000000131__gradient_L4_xos_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.837070	0.017327	0.025050
MGYG000000131__gradient_L5_pectin_gapseq	1481	1646	514	R_EX_cpd11416_c0	0.837070	0.017327	0.024969
MGYG000000131__gradient_L6_resistant_starch_gapseq	1481	1646	514	R_EX_cpd11416_c0	1.535589	0.017327	0.024814
MGYG000000131__gradient_L7_bglucan_gapseq	1481	1646	514	R_EX_cpd11416_c0	1.535589	0.017327	0.024781
MGYG000000131__gradient_L8_hmo_gapseq	1481	1646	514	R_EX_cpd11416_c0	1.535589	0.017327	0.024759
MGYG000000131__gradient_L9_mos_gapseq	1481	1646	514	R_EX_cpd11416_c0	1.535589	0.017327	0.024957
MGYG000000133__gradient_L0_base_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.130623	0.015348	0.023158
MGYG000000133__gradient_L1_inulin_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.321178	0.015348	0.023353
MGYG000000133__gradient_L2_fos_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.321178	0.015348	0.023306
MGYG000000133__gradient_L3_gos_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.321179	0.015348	0.022225
MGYG000000133__gradient_L4_xos_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.804561	0.015348	0.023022
MGYG000000133__gradient_L5_pectin_gapseq	1366	1620	494	R_EX_cpd11416_c0	1.804561	0.015348	0.022998
MGYG000000133__gradient_L6_resistant_starch_gapseq	1366	1620	494	R_EX_cpd11416_c0	2.545497	0.015348	0.022923
MGYG000000133__gradient_L7_bglucan_gapseq	1366	1620	494	R_EX_cpd11416_c0	2.793891	0.015348	0.023198
MGYG000000133__gradient_L8_hmo_gapseq	1366	1620	494	R_EX_cpd11416_c0	2.967979	0.015348	0.023484
MGYG000000133__gradient_L9_mos_gapseq	1366	1620	494	R_EX_cpd11416_c0	2.967979	0.015348	0.023418
MGYG000000137__gradient_L0_base_gapseq	1371	1616	496	R_EX_cpd11416_c0	-0.000000	0.015521	0.009445
MGYG000000137__gradient_L1_inulin_gapseq	1371	1616	496	R_EX_cpd11416_c0	-0.000000	0.015521	0.009485
MGYG000000137__gradient_L2_fos_gapseq	1371	1616	496	R_EX_cpd11416_c0	-0.000000	0.015521	0.009462
MGYG000000137__gradient_L3_gos_gapseq	1371	1616	496	R_EX_cpd11416_c0	1.389609	0.015521	0.023175
MGYG000000137__gradient_L4_xos_gapseq	1371	1616	496	R_EX_cpd11416_c0	1.409397	0.015521	0.023289
MGYG000000137__gradient_L5_pectin_gapseq	1371	1616	496	R_EX_cpd11416_c0	1.409397	0.015521	0.023182
MGYG000000137__gradient_L6_resistant_starch_gapseq	1371	1616	496	R_EX_cpd11416_c0	2.021319	0.015521	0.023766
MGYG000000137__gradient_L7_bglucan_gapseq	1371	1616	496	R_EX_cpd11416_c0	2.226765	0.015521	0.023533
MGYG000000137__gradient_L8_hmo_gapseq	1371	1616	496	R_EX_cpd11416_c0	2.226765	0.015521	0.023374
MGYG000000137__gradient_L9_mos_gapseq	1371	1616	496	R_EX_cpd11416_c0	2.226765	0.015521	0.023406
MGYG000000140__gradient_L0_base_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.750201	0.014816	0.019424
MGYG000000140__gradient_L1_inulin_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.893954	0.014816	0.019870
MGYG000000140__gradient_L2_fos_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.893954	0.014816	0.019860
MGYG000000140__gradient_L3_gos_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.995019	0.014816	0.019708
MGYG000000140__gradient_L4_xos_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.995019	0.014816	0.019588
MGYG000000140__gradient_L5_pectin_gapseq	1323	1502	406	R_EX_cpd11416_c0	0.995019	0.014816	0.019638
MGYG000000140__gradient_L6_resistant_starch_gapseq	1323	1502	406	R_EX_cpd11416_c0	1.606157	0.014816	0.019460
MGYG000000140__gradient_L7_bglucan_gapseq	1323	1502	406	R_EX_cpd11416_c0	1.811340	0.014816	0.020415
MGYG000000140__gradient_L8_hmo_gapseq	1323	1502	406	R_EX_cpd11416_c0	1.811340	0.014816	0.020422
MGYG000000140__gradient_L9_mos_gapseq	1323	1502	406	R_EX_cpd11416_c0	1.811340	0.014816	0.020600
MGYG000000144__gradient_L0_base_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008784
MGYG000000144__gradient_L1_inulin_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008887
MGYG000000144__gradient_L2_fos_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008827
MGYG000000144__gradient_L3_gos_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008855
MGYG000000144__gradient_L4_xos_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008837
MGYG000000144__gradient_L5_pectin_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.009090
MGYG000000144__gradient_L6_resistant_starch_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.009016
MGYG000000144__gradient_L7_bglucan_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.009351
MGYG000000144__gradient_L8_hmo_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.009315
MGYG000000144__gradient_L9_mos_gapseq	1390	1580	398	R_EX_cpd11416_c0	-0.000000	0.015079	0.008940
MGYG000000147__gradient_L0_base_gapseq	2231	2763	987	R_EX_cpd11416_c0	1.244484	0.026548	0.058098
MGYG000000147__gradient_L1_inulin_gapseq	2231	2763	987	R_EX_cpd11416_c0	1.512529	0.026548	0.056593
MGYG000000147__gradient_L2_fos_gapseq	2231	2763	987	R_EX_cpd11416_c0	1.512529	0.026548	0.056701
MGYG000000147__gradient_L3_gos_gapseq	2231	2763	987	R_EX_cpd11416_c0	1.813077	0.026548	0.056695
