model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	pfba_time_s
MGYG000000840__gradient_L5_pectin_gapseq	1315	1401	336	bio1	0.416103	1.145256	4.644741
MGYG000000840__gradient_L6_resistant_starch_gapseq	1315	1401	336	bio1	0.416103	1.244207	4.721047
MGYG000000840__gradient_L7_bglucan_gapseq	1315	1401	336	bio1	0.416103	1.250546	4.605152
MGYG000000840__gradient_L8_hmo_gapseq	1315	1401	336	bio1	0.416103	1.145397	4.727113
MGYG000000840__gradient_L9_mos_gapseq	1315	1401	336	bio1	0.416103	1.167959	4.592060
MGYG000000855__gradient_L0_base_gapseq	1178	1318	320	bio1	0.369654	1.141357	4.191692
MGYG000000855__gradient_L1_inulin_gapseq	1178	1318	320	bio1	0.554486	1.058893	4.318342
MGYG000000855__gradient_L2_fos_gapseq	1178	1318	320	bio1	0.554486	1.059943	4.212667
MGYG000000855__gradient_L3_gos_gapseq	1178	1318	320	bio1	0.720835	1.134238	4.249444
MGYG000000855__gradient_L4_xos_gapseq	1178	1318	320	bio1	0.720835	1.230407	4.296837
MGYG000000855__gradient_L5_pectin_gapseq	1178	1318	320	bio1	0.720835	1.048954	4.208308
MGYG000000855__gradient_L6_resistant_starch_gapseq	1178	1318	320	bio1	1.108122	1.143126	4.217476
MGYG000000855__gradient_L7_bglucan_gapseq	1178	1318	320	bio1	1.108122	1.046220	4.297242
MGYG000000855__gradient_L8_hmo_gapseq	1178	1318	320	bio1	1.108122	1.043223	4.218007
MGYG000000855__gradient_L9_mos_gapseq	1178	1318	320	bio1	1.198031	1.127350	4.194931
MGYG000000858__gradient_L0_base_gapseq	1040	1147	297	bio1	0.219886	0.907496	3.330170
MGYG000000858__gradient_L1_inulin_gapseq	1040	1147	297	bio1	0.256921	0.907730	3.234602
MGYG000000858__gradient_L2_fos_gapseq	1040	1147	297	bio1	0.256921	0.910613	3.372521
MGYG000000858__gradient_L3_gos_gapseq	1040	1147	297	bio1	0.256921	0.920344	3.236910
MGYG000000858__gradient_L4_xos_gapseq	1040	1147	297	bio1	0.256921	1.004852	3.323774
MGYG000000858__gradient_L5_pectin_gapseq	1040	1147	297	bio1	0.256921	1.052873	3.267811
MGYG000000858__gradient_L6_resistant_starch_gapseq	1040	1147	297	bio1	0.256921	1.012921	3.261170
MGYG000000858__gradient_L7_bglucan_gapseq	1040	1147	297	bio1	0.256921	0.907710	3.278726
MGYG000000858__gradient_L8_hmo_gapseq	1040	1147	297	bio1	0.256921	1.012407	3.260715
MGYG000000858__gradient_L9_mos_gapseq	1040	1147	297	bio1	0.256921	0.914726	3.351814
MGYG000000860__gradient_L0_base_gapseq	1431	1702	482	bio1	1.158767	1.467621	6.894861
MGYG000000860__gradient_L1_inulin_gapseq	1431	1702	482	bio1	1.381252	1.452905	6.932026
MGYG000000860__gradient_L2_fos_gapseq	1431	1702	482	bio1	1.381252	1.540048	7.081207
MGYG000000860__gradient_L3_gos_gapseq	1431	1702	482	bio1	1.596785	1.370300	7.055840
MGYG000000860__gradient_L4_xos_gapseq	1431	1702	482	bio1	1.638501	1.360178	7.016132
MGYG000000860__gradient_L5_pectin_gapseq	1431	1702	482	bio1	1.638501	1.364680	6.974622
MGYG000000860__gradient_L6_resistant_starch_gapseq	1431	1702	482	bio1	2.107926	1.468849	6.893906
MGYG000000860__gradient_L7_bglucan_gapseq	1431	1702	482	bio1	2.107926	1.459836	6.936154
MGYG000000860__gradient_L8_hmo_gapseq	1431	1702	482	bio1	2.107926	1.463510	7.006973
MGYG000000860__gradient_L9_mos_gapseq	1431	1702	482	bio1	2.205383	1.354537	7.195830
MGYG000000870__gradient_L0_base_gapseq	1285	1439	369	bio1	0.000000	1.159757	0.062313
MGYG000000870__gradient_L1_inulin_gapseq	1285	1439	369	bio1	0.000000	1.274777	0.067602
MGYG000000870__gradient_L2_fos_gapseq	1285	1439	369	bio1	0.000000	1.166669	0.067664
MGYG000000870__gradient_L3_gos_gapseq	1285	1439	369	bio1	0.705950	1.243044	5.128332
MGYG000000870__gradient_L4_xos_gapseq	1285	1439	369	bio1	0.850373	1.166237	5.320213
MGYG000000870__gradient_L5_pectin_gapseq	1285	1439	369	bio1	0.850373	1.273160	5.300599
MGYG000000870__gradient_L6_resistant_starch_gapseq	1285	1439	369	bio1	1.132307	1.240950	5.168441
MGYG000000870__gradient_L7_bglucan_gapseq	1285	1439	369	bio1	1.132307	1.133794	5.242650
MGYG000000870__gradient_L8_hmo_gapseq	1285	1439	369	bio1	1.132307	1.158710	5.131630
MGYG000000870__gradient_L9_mos_gapseq	1285	1439	369	bio1	1.233161	1.262399	5.146363
MGYG000000872__gradient_L0_base_gapseq	1216	1377	314	bio1	0.000000	1.213923	0.057632
MGYG000000872__gradient_L1_inulin_gapseq	1216	1377	314	bio1	0.000000	1.120910	0.063689
MGYG000000872__gradient_L2_fos_gapseq	1216	1377	314	bio1	0.000000	1.174512	0.059446
MGYG000000872__gradient_L3_gos_gapseq	1216	1377	314	bio1	0.000000	1.102851	0.059517
MGYG000000872__gradient_L4_xos_gapseq	1216	1377	314	bio1	0.680846	1.202272	4.567816
MGYG000000872__gradient_L5_pectin_gapseq	1216	1377	314	bio1	0.680846	1.123087	4.749319
MGYG000000872__gradient_L6_resistant_starch_gapseq	1216	1377	314	bio1	0.988084	1.143563	4.683776
MGYG000000872__gradient_L7_bglucan_gapseq	1216	1377	314	bio1	0.988084	1.214717	4.541502
MGYG000000872__gradient_L8_hmo_gapseq	1216	1377	314	bio1	0.988084	1.090542	4.656330
MGYG000000872__gradient_L9_mos_gapseq	1216	1377	314	bio1	1.108288	1.080605	4.591055
MGYG000000877__gradient_L0_base_gapseq	1115	1208	257	bio1	0.000000	0.968913	0.040670
MGYG000000877__gradient_L1_inulin_gapseq	1115	1208	257	bio1	0.000000	1.075903	0.045434
MGYG000000877__gradient_L2_fos_gapseq	1115	1208	257	bio1	0.000000	0.976525	0.050905
MGYG000000877__gradient_L3_gos_gapseq	1115	1208	257	bio1	1.022830	0.970324	3.730826
MGYG000000877__gradient_L4_xos_gapseq	1115	1208	257	bio1	1.022830	1.030036	3.731257
MGYG000000877__gradient_L5_pectin_gapseq	1115	1208	257	bio1	1.022830	1.054735	3.629201
MGYG000000877__gradient_L6_resistant_starch_gapseq	1115	1208	257	bio1	1.130028	1.024260	3.582133
MGYG000000877__gradient_L7_bglucan_gapseq	1115	1208	257	bio1	1.130028	1.110306	3.605384
MGYG000000877__gradient_L8_hmo_gapseq	1115	1208	257	bio1	1.130028	0.963338	3.674838
MGYG000000877__gradient_L9_mos_gapseq	1115	1208	257	bio1	1.130028	0.994047	3.592790
MGYG000000884__gradient_L0_base_gapseq	986	1089	275	bio1	0.000000	0.865555	0.042264
MGYG000000884__gradient_L1_inulin_gapseq	986	1089	275	bio1	0.000000	0.864432	0.040071
MGYG000000884__gradient_L2_fos_gapseq	986	1089	275	bio1	0.000000	0.949258	0.041013
MGYG000000884__gradient_L3_gos_gapseq	986	1089	275	bio1	0.000000	0.846581	0.049900
MGYG000000884__gradient_L4_xos_gapseq	986	1089	275	bio1	0.000000	0.851414	0.047758
MGYG000000884__gradient_L5_pectin_gapseq	986	1089	275	bio1	0.000000	0.964334	0.044130
MGYG000000884__gradient_L6_resistant_starch_gapseq	986	1089	275	bio1	0.000000	0.845601	0.047747
MGYG000000884__gradient_L7_bglucan_gapseq	986	1089	275	bio1	0.000000	0.872791	0.150691
MGYG000000884__gradient_L8_hmo_gapseq	986	1089	275	bio1	0.000000	0.866589	0.039812
MGYG000000884__gradient_L9_mos_gapseq	986	1089	275	bio1	0.000000	0.857696	0.044799
MGYG000000885__gradient_L0_base_gapseq	1200	1336	327	bio1	0.757777	1.195819	4.450575
MGYG000000885__gradient_L1_inulin_gapseq	1200	1336	327	bio1	1.047222	1.071552	4.529472
MGYG000000885__gradient_L2_fos_gapseq	1200	1336	327	bio1	1.047222	1.114097	4.393115
MGYG000000885__gradient_L3_gos_gapseq	1200	1336	327	bio1	1.365074	1.157085	4.405279
MGYG000000885__gradient_L4_xos_gapseq	1200	1336	327	bio1	1.365074	1.085453	4.524416
MGYG000000885__gradient_L5_pectin_gapseq	1200	1336	327	bio1	1.365074	1.073007	4.424002
MGYG000000885__gradient_L6_resistant_starch_gapseq	1200	1336	327	bio1	1.993194	1.154723	4.488774
MGYG000000885__gradient_L7_bglucan_gapseq	1200	1336	327	bio1	1.993194	1.062679	4.403561
MGYG000000885__gradient_L8_hmo_gapseq	1200	1336	327	bio1	1.993194	1.194673	4.355675
MGYG000000885__gradient_L9_mos_gapseq	1200	1336	327	bio1	2.138320	1.168265	4.406278
MGYG000000903__gradient_L0_base_gapseq	986	941	130	bio1	0.000000	0.769811	0.117569
MGYG000000903__gradient_L1_inulin_gapseq	986	941	130	bio1	0.000000	0.769683	0.034263
MGYG000000903__gradient_L2_fos_gapseq	986	941	130	bio1	0.000000	0.777694	0.034710
MGYG000000903__gradient_L3_gos_gapseq	986	941	130	bio1	0.000000	0.766121	0.034112
MGYG000000903__gradient_L4_xos_gapseq	986	941	130	bio1	0.000000	0.866394	0.038873
MGYG000000903__gradient_L5_pectin_gapseq	986	941	130	bio1	0.000000	0.765010	0.039935
MGYG000000903__gradient_L6_resistant_starch_gapseq	986	941	130	bio1	0.000000	0.788127	0.033744
MGYG000000903__gradient_L7_bglucan_gapseq	986	941	130	bio1	0.000000	0.838593	0.035323
MGYG000000903__gradient_L8_hmo_gapseq	986	941	130	bio1	0.000000	0.790828	0.034590
MGYG000000903__gradient_L9_mos_gapseq	986	941	130	bio1	0.000000	0.774488	0.034415
MGYG000000915__gradient_L0_base_gapseq	1630	1948	555	bio1	1.173952	1.612731	8.852809
MGYG000000915__gradient_L1_inulin_gapseq	1630	1948	555	bio1	1.519234	1.616161	8.866936
MGYG000000915__gradient_L2_fos_gapseq	1630	1948	555	bio1	1.519234	1.636841	8.893481
MGYG000000915__gradient_L3_gos_gapseq	1630	1948	555	bio1	1.855885	1.607029	8.962055
MGYG000000915__gradient_L4_xos_gapseq	1630	1948	555	bio1	1.894729	1.612557	8.924434
MGYG000000915__gradient_L5_pectin_gapseq	1630	1948	555	bio1	1.894729	1.630048	8.912028
MGYG000000915__gradient_L6_resistant_starch_gapseq	1630	1948	555	bio1	2.647877	1.613169	8.851729
MGYG000000915__gradient_L7_bglucan_gapseq	1630	1948	555	bio1	2.647877	1.645356	8.890707
MGYG000000915__gradient_L8_hmo_gapseq	1630	1948	555	bio1	2.824835	1.605817	8.951766
MGYG000000915__gradient_L9_mos_gapseq	1630	1948	555	bio1	2.997476	1.686907	8.917355
MGYG000000918__gradient_L0_base_gapseq	1339	1396	340	bio1	0.000000	1.262312	0.054290
MGYG000000918__gradient_L1_inulin_gapseq	1339	1396	340	bio1	0.000000	1.161456	0.056570
MGYG000000918__gradient_L2_fos_gapseq	1339	1396	340	bio1	0.000000	1.236159	0.053075
MGYG000000918__gradient_L3_gos_gapseq	1339	1396	340	bio1	0.000000	1.158887	0.053460
MGYG000000918__gradient_L4_xos_gapseq	1339	1396	340	bio1	0.358462	1.284128	4.599439
MGYG000000918__gradient_L5_pectin_gapseq	1339	1396	340	bio1	0.358462	1.191365	4.752704
MGYG000000918__gradient_L6_resistant_starch_gapseq	1339	1396	340	bio1	0.438320	1.196427	4.612155
MGYG000000918__gradient_L7_bglucan_gapseq	1339	1396	340	bio1	0.438320	1.233300	4.577115
MGYG000000918__gradient_L8_hmo_gapseq	1339	1396	340	bio1	0.438320	1.185377	4.742652
MGYG000000918__gradient_L9_mos_gapseq	1339	1396	340	bio1	0.438320	1.266097	4.613613
MGYG000000921__gradient_L0_base_gapseq	1196	1282	312	bio1	0.000000	1.182109	0.055438
MGYG000000921__gradient_L1_inulin_gapseq	1196	1282	312	bio1	0.000000	1.086777	0.052067
MGYG000000921__gradient_L2_fos_gapseq	1196	1282	312	bio1	0.000000	1.044998	0.048719
MGYG000000921__gradient_L3_gos_gapseq	1196	1282	312	bio1	0.233542	1.194280	4.082238
MGYG000000921__gradient_L4_xos_gapseq	1196	1282	312	bio1	0.253560	1.059687	4.191392
MGYG000000921__gradient_L5_pectin_gapseq	1196	1282	312	bio1	0.253560	1.076998	4.091567
MGYG000000921__gradient_L6_resistant_starch_gapseq	1196	1282	312	bio1	0.546334	1.122608	4.096906
MGYG000000921__gradient_L7_bglucan_gapseq	1196	1282	312	bio1	0.546334	1.040532	4.198454
MGYG000000921__gradient_L8_hmo_gapseq	1196	1282	312	bio1	0.546334	1.039327	4.093738
MGYG000000921__gradient_L9_mos_gapseq	1196	1282	312	bio1	0.546334	1.155740	4.108248
MGYG000000927__gradient_L0_base_gapseq	1298	1388	341	bio1	0.322768	1.230066	4.767532
MGYG000000927__gradient_L1_inulin_gapseq	1298	1388	341	bio1	0.492651	1.126869	4.842136
MGYG000000927__gradient_L2_fos_gapseq	1298	1388	341	bio1	0.492651	1.146135	4.813549
MGYG000000927__gradient_L3_gos_gapseq	1298	1388	341	bio1	0.492651	1.220531	4.780134
MGYG000000927__gradient_L4_xos_gapseq	1298	1388	341	bio1	0.556958	1.143299	4.956665
MGYG000000927__gradient_L5_pectin_gapseq	1298	1388	341	bio1	0.556958	1.143449	4.801416
MGYG000000927__gradient_L6_resistant_starch_gapseq	1298	1388	341	bio1	0.674372	1.248607	4.780345
MGYG000000927__gradient_L7_bglucan_gapseq	1298	1388	341	bio1	0.674372	1.142862	4.892368
MGYG000000927__gradient_L8_hmo_gapseq	1298	1388	341	bio1	0.674372	1.154401	4.789708
MGYG000000927__gradient_L9_mos_gapseq	1298	1388	341	bio1	0.674372	1.195970	4.784785
MGYG000000930__gradient_L0_base_gapseq	1168	1294	342	bio1	0.834723	1.127970	4.008955
MGYG000000930__gradient_L1_inulin_gapseq	1168	1294	342	bio1	0.961061	1.024151	4.155836
MGYG000000930__gradient_L2_fos_gapseq	1168	1294	342	bio1	0.961061	1.052039	3.993334
MGYG000000930__gradient_L3_gos_gapseq	1168	1294	342	bio1	0.961061	1.138713	4.013919
MGYG000000930__gradient_L4_xos_gapseq	1168	1294	342	bio1	0.961061	1.044698	4.061434
MGYG000000930__gradient_L5_pectin_gapseq	1168	1294	342	bio1	0.961061	1.139779	4.054739
MGYG000000930__gradient_L6_resistant_starch_gapseq	1168	1294	342	bio1	1.085741	1.029650	4.165330
MGYG000000930__gradient_L7_bglucan_gapseq	1168	1294	342	bio1	1.085741	1.028552	4.037620
MGYG000000930__gradient_L8_hmo_gapseq	1168	1294	342	bio1	1.085741	1.139632	4.006364
MGYG000000930__gradient_L9_mos_gapseq	1168	1294	342	bio1	1.209826	1.049042	4.076139
MGYG000000950__gradient_L0_base_gapseq	886	833	132	bio1	0.000000	0.679557	0.021417
MGYG000000950__gradient_L1_inulin_gapseq	886	833	132	bio1	0.000000	0.668234	0.024588
MGYG000000950__gradient_L2_fos_gapseq	886	833	132	bio1	0.000000	0.793985	0.028917
MGYG000000950__gradient_L3_gos_gapseq	886	833	132	bio1	0.000000	0.683339	0.030041
MGYG000000950__gradient_L4_xos_gapseq	886	833	132	bio1	0.000000	0.690749	0.029534
MGYG000000950__gradient_L5_pectin_gapseq	886	833	132	bio1	0.000000	0.678593	0.024268
MGYG000000950__gradient_L6_resistant_starch_gapseq	886	833	132	bio1	0.000000	0.803396	0.029486
MGYG000000950__gradient_L7_bglucan_gapseq	886	833	132	bio1	0.000000	0.684918	0.028699
MGYG000000950__gradient_L8_hmo_gapseq	886	833	132	bio1	0.000000	0.678889	0.025176
MGYG000000950__gradient_L9_mos_gapseq	886	833	132	bio1	0.000000	0.687745	0.029883
MGYG000000952__gradient_L0_base_gapseq	981	977	158	bio1	0.000000	0.883588	0.039288
MGYG000000952__gradient_L1_inulin_gapseq	981	977	158	bio1	0.000000	0.788847	0.039626
MGYG000000952__gradient_L2_fos_gapseq	981	977	158	bio1	0.000000	0.748758	0.052826
MGYG000000952__gradient_L3_gos_gapseq	981	977	158	bio1	0.000000	0.872528	0.034408
MGYG000000952__gradient_L4_xos_gapseq	981	977	158	bio1	0.000000	0.778518	0.040657
MGYG000000952__gradient_L5_pectin_gapseq	981	977	158	bio1	0.000000	0.770911	0.042740
MGYG000000952__gradient_L6_resistant_starch_gapseq	981	977	158	bio1	0.000000	0.898704	0.041845
MGYG000000952__gradient_L7_bglucan_gapseq	981	977	158	bio1	0.000000	0.767202	0.043833
MGYG000000952__gradient_L8_hmo_gapseq	981	977	158	bio1	0.000000	0.792868	0.046765
MGYG000000952__gradient_L9_mos_gapseq	981	977	158	bio1	0.000000	0.904985	0.038448
MGYG000000953__gradient_L0_base_gapseq	1231	1374	346	bio1	0.000000	1.104395	0.050969
MGYG000000953__gradient_L1_inulin_gapseq	1231	1374	346	bio1	0.000000	1.118189	0.051140
MGYG000000953__gradient_L2_fos_gapseq	1231	1374	346	bio1	0.000000	1.244339	0.064391
MGYG000000953__gradient_L3_gos_gapseq	1231	1374	346	bio1	0.000000	1.130596	0.057638
MGYG000000953__gradient_L4_xos_gapseq	1231	1374	346	bio1	0.000000	1.245537	0.050387
MGYG000000953__gradient_L5_pectin_gapseq	1231	1374	346	bio1	0.000000	1.109671	0.051324
MGYG000000953__gradient_L6_resistant_starch_gapseq	1231	1374	346	bio1	0.000000	1.336854	0.050845
MGYG000000953__gradient_L7_bglucan_gapseq	1231	1374	346	bio1	0.000000	1.101590	0.057496
MGYG000000953__gradient_L8_hmo_gapseq	1231	1374	346	bio1	0.000000	1.275076	0.052280
MGYG000000953__gradient_L9_mos_gapseq	1231	1374	346	bio1	0.000000	1.126335	0.053798
MGYG000000964__gradient_L0_base_gapseq	1425	1635	438	bio1	0.322744	1.495354	6.350780
MGYG000000964__gradient_L1_inulin_gapseq	1425	1635	438	bio1	0.428723	1.349083	6.595560
MGYG000000964__gradient_L2_fos_gapseq	1425	1635	438	bio1	0.428723	1.344203	6.368028
MGYG000000964__gradient_L3_gos_gapseq	1425	1635	438	bio1	0.508207	1.328843	6.241709
MGYG000000964__gradient_L4_xos_gapseq	1425	1635	438	bio1	0.573240	1.418144	6.202795
MGYG000000964__gradient_L5_pectin_gapseq	1425	1635	438	bio1	0.606960	1.434806	6.218798
MGYG000000964__gradient_L6_resistant_starch_gapseq	1425	1635	438	bio1	0.879133	1.438612	6.228293
MGYG000000964__gradient_L7_bglucan_gapseq	1425	1635	438	bio1	1.045327	1.321009	6.476191
MGYG000000964__gradient_L8_hmo_gapseq	1425	1635	438	bio1	1.045327	1.343405	6.436087
MGYG000000964__gradient_L9_mos_gapseq	1425	1635	438	bio1	1.151306	1.354423	6.236316
MGYG000000968__gradient_L0_base_gapseq	1324	1487	418	bio1	0.505460	1.337764	5.321682
MGYG000000968__gradient_L1_inulin_gapseq	1324	1487	418	bio1	0.630457	1.270821	5.292284
MGYG000000968__gradient_L2_fos_gapseq	1324	1487	418	bio1	0.630457	1.207772	5.354218
MGYG000000968__gradient_L3_gos_gapseq	1324	1487	418	bio1	0.711098	1.238391	5.221260
MGYG000000968__gradient_L4_xos_gapseq	1324	1487	418	bio1	0.725760	1.306457	5.254395
MGYG000000968__gradient_L5_pectin_gapseq	1324	1487	418	bio1	0.725760	1.331036	5.273428
MGYG000000968__gradient_L6_resistant_starch_gapseq	1324	1487	418	bio1	0.832086	1.205468	5.339292
MGYG000000968__gradient_L7_bglucan_gapseq	1324	1487	418	bio1	0.832086	1.229288	5.248585
MGYG000000968__gradient_L8_hmo_gapseq	1324	1487	418	bio1	0.832086	1.335629	5.415032
MGYG000000968__gradient_L9_mos_gapseq	1324	1487	418	bio1	0.832086	1.306751	5.285961
MGYG000000977__gradient_L0_base_gapseq	1573	1780	461	bio1	0.350281	1.514341	7.860852
MGYG000000977__gradient_L1_inulin_gapseq	1573	1780	461	bio1	0.606202	1.482104	7.720572
MGYG000000977__gradient_L2_fos_gapseq	1573	1780	461	bio1	0.606202	1.491869	7.691487
MGYG000000977__gradient_L3_gos_gapseq	1573	1780	461	bio1	0.858123	1.493236	7.608101
MGYG000000977__gradient_L4_xos_gapseq	1573	1780	461	bio1	0.858123	1.566597	7.593226
MGYG000000977__gradient_L5_pectin_gapseq	1573	1780	461	bio1	0.858123	1.582781	7.719717
MGYG000000977__gradient_L6_resistant_starch_gapseq	1573	1780	461	bio1	1.388164	1.629977	7.651799
MGYG000000977__gradient_L7_bglucan_gapseq	1573	1780	461	bio1	1.388164	1.628072	7.633757
MGYG000000977__gradient_L8_hmo_gapseq	1573	1780	461	bio1	1.388164	1.598226	7.572434
MGYG000000977__gradient_L9_mos_gapseq	1573	1780	461	bio1	1.508674	1.571957	7.638210
MGYG000000981__gradient_L0_base_gapseq	1101	1206	283	bio1	0.000000	0.949022	0.043393
MGYG000000981__gradient_L1_inulin_gapseq	1101	1206	283	bio1	0.000000	1.063824	0.048862
MGYG000000981__gradient_L2_fos_gapseq	1101	1206	283	bio1	0.000000	0.981452	0.044571
MGYG000000981__gradient_L3_gos_gapseq	1101	1206	283	bio1	0.000000	0.937096	0.048436
MGYG000000981__gradient_L4_xos_gapseq	1101	1206	283	bio1	0.000000	1.060765	0.043748
MGYG000000981__gradient_L5_pectin_gapseq	1101	1206	283	bio1	0.000000	0.957277	0.049308
MGYG000000981__gradient_L6_resistant_starch_gapseq	1101	1206	283	bio1	0.000000	1.051879	0.044519
MGYG000000981__gradient_L7_bglucan_gapseq	1101	1206	283	bio1	0.000000	0.946312	0.045096
MGYG000000981__gradient_L8_hmo_gapseq	1101	1206	283	bio1	0.000000	0.961346	0.049049
MGYG000000981__gradient_L9_mos_gapseq	1101	1206	283	bio1	0.000000	1.098351	0.050554
MGYG000000986__gradient_L0_base_gapseq	1142	1270	308	bio1	0.752660	1.018060	4.036413
MGYG000000986__gradient_L1_inulin_gapseq	1142	1270	308	bio1	1.039474	1.146433	4.028920
MGYG000000986__gradient_L2_fos_gapseq	1142	1270	308	bio1	1.039474	1.010537	4.143611
MGYG000000986__gradient_L3_gos_gapseq	1142	1270	308	bio1	1.326528	1.046680	4.046411
MGYG000000986__gradient_L4_xos_gapseq	1142	1270	308	bio1	1.326528	1.089776	4.065591
MGYG000000986__gradient_L5_pectin_gapseq	1142	1270	308	bio1	1.326528	1.024806	4.032377
MGYG000000986__gradient_L6_resistant_starch_gapseq	1142	1270	308	bio1	1.928907	1.115291	4.065666
MGYG000000986__gradient_L7_bglucan_gapseq	1142	1270	308	bio1	1.928907	1.032312	4.140183
MGYG000000986__gradient_L8_hmo_gapseq	1142	1270	308	bio1	1.928907	1.099723	4.105727
MGYG000000986__gradient_L9_mos_gapseq	1142	1270	308	bio1	2.068085	1.126920	4.044856
MGYG000000989__gradient_L0_base_gapseq	1455	1708	466	bio1	1.277895	1.420801	7.147129
MGYG000000989__gradient_L1_inulin_gapseq	1455	1708	466	bio1	1.613450	1.368706	7.030891
MGYG000000989__gradient_L2_fos_gapseq	1455	1708	466	bio1	1.613450	1.376716	6.964516
MGYG000000989__gradient_L3_gos_gapseq	1455	1708	466	bio1	1.940616	1.475043	7.007561
MGYG000000989__gradient_L4_xos_gapseq	1455	1708	466	bio1	2.020310	1.493142	7.092370
MGYG000000989__gradient_L5_pectin_gapseq	1455	1708	466	bio1	2.020310	1.461209	7.004130
MGYG000000989__gradient_L6_resistant_starch_gapseq	1455	1708	466	bio1	2.752239	1.396070	7.153133
MGYG000000989__gradient_L7_bglucan_gapseq	1455	1708	466	bio1	2.752239	1.396310	7.119149
MGYG000000989__gradient_L8_hmo_gapseq	1455	1708	466	bio1	2.924211	1.369285	7.070258
MGYG000000989__gradient_L9_mos_gapseq	1455	1708	466	bio1	3.058433	1.355826	6.980964
MGYG000000992__gradient_L0_base_gapseq	1097	1160	264	bio1	0.691151	0.920181	3.357935
MGYG000000992__gradient_L1_inulin_gapseq	1097	1160	264	bio1	0.866128	0.932713	3.419195
MGYG000000992__gradient_L2_fos_gapseq	1097	1160	264	bio1	0.866128	0.920343	3.333238
MGYG000000992__gradient_L3_gos_gapseq	1097	1160	264	bio1	1.194980	0.998350	3.316213
MGYG000000992__gradient_L4_xos_gapseq	1097	1160	264	bio1	1.194980	0.918520	3.340348
MGYG000000992__gradient_L5_pectin_gapseq	1097	1160	264	bio1	1.256790	1.018856	3.347965
MGYG000000992__gradient_L6_resistant_starch_gapseq	1097	1160	264	bio1	1.942879	0.935205	3.454588
MGYG000000992__gradient_L7_bglucan_gapseq	1097	1160	264	bio1	1.942879	0.945185	3.338014
MGYG000000992__gradient_L8_hmo_gapseq	1097	1160	264	bio1	1.942879	0.939004	3.499118
MGYG000000992__gradient_L9_mos_gapseq	1097	1160	264	bio1	2.074740	0.972415	3.347144
MGYG000001001__gradient_L0_base_gapseq	1344	1586	395	bio1	0.457016	1.398644	6.213142
MGYG000001001__gradient_L1_inulin_gapseq	1344	1586	395	bio1	0.570246	1.300325	6.328912
MGYG000001001__gradient_L2_fos_gapseq	1344	1586	395	bio1	0.570246	1.293674	6.197986
